dependent_feature,independent_feature,formula,error,model_type
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Listeriaceae_Brochothrix_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Listeriaceae_Brochothrix_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Listeriaceae_Listeria_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Listeriaceae_Listeria_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.14% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Aneurinibacillus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Aneurinibacillus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Lysinibacillus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Lysinibacillus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Planomicrobium_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Planomicrobium_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Sporolactobacillaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Sporolactobacillaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Jeotgalicoccus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Jeotgalicoccus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Macrococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Macrococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.14% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 2.72% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Bacillales_nan_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Bacillales_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerosphaera_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerosphaera_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Facklamia_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Facklamia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.14% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.95% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Dolosigranulum_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Dolosigranulum_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Isobaculum_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Isobaculum_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Vagococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Vagococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 3.40% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Oenococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Oenococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Weissella_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Weissella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 4.29% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Anthococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Anthococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 98.37% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_Lactobacillales_nan_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_Lactobacillales_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.54% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Bacilli_nan_nan_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Bacilli_nan_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Caldicoprobacteraceae_Caldicoprobacter_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Caldicoprobacteraceae_Caldicoprobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 2.59% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 6.88% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Candidatus_Arthromitus_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Candidatus_Arthromitus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_12_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_12_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_13_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_13_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.61% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_2_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_2_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_3_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_3_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_4_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_4_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_6_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_6_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Fonticella_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Fonticella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Oxobacter_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Oxobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.07% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Sarcina_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Sarcina_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 1.36% of the total N (outside 10-90% prevalence),linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_2_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_2_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAfterWakeup_std_log1p_resid,Bacteria_Firmicutes_Clostridia_Clostridiales_Defluviitaleaceae_nan_binarized,sleep_minutesAfterWakeup_std_log1p_resid ~ Bacteria_Firmicutes_Clostridia_Clostridiales_Defluviitaleaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
